Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed
17124,15-12-2021 09:00,12-14-2021 11:00,15-12-2021 10:19,Mumbai,410,ASSAULT,31,M,Firearm,Violent Crime,16,Yes,05-01-2022 09:00
17130,16-12-2021 16:00,12-14-2021 17:00,15-12-2021 05:44,Delhi,588,FIREARM OFFENSE,65,M,Other,Fire Accident,1,No,
17132,15-12-2021 09:00,12-14-2021 19:00,14-12-2021 22:26,Mumbai,444,CYBERCRIME,41,X,Knife,Other Crime,8,Yes,22-12-2021 09:00
17137,17-12-2021 02:00,12-15-2021 00:00,15-12-2021 08:04,Chennai,516,PUBLIC INTOXICATION,16,F,Knife,Other Crime,16,No,
17138,15-12-2021 08:00,12-15-2021 01:00,15-12-2021 19:17,Mumbai,487,DOMESTIC VIOLENCE,15,X,Poison,Violent Crime,19,No,
17142,17-12-2021 05:00,12-15-2021 05:00,16-12-2021 04:20,Mumbai,312,FRAUD,16,M,Firearm,Other Crime,9,Yes,07-03-2022 05:00
17143,17-12-2021 23:00,12-15-2021 06:00,16-12-2021 05:04,Mumbai,491,IDENTITY THEFT,57,F,Firearm,Violent Crime,6,Yes,09-01-2022 23:00
17145,18-12-2021 06:00,12-15-2021 08:00,16-12-2021 07:55,Delhi,407,PUBLIC INTOXICATION,12,X,None,Other Crime,16,Yes,05-01-2022 06:00
17146,17-12-2021 18:00,12-15-2021 09:00,15-12-2021 23:26,Mumbai,286,FRAUD,51,F,Firearm,Other Crime,10,No,
17147,16-12-2021 01:00,12-15-2021 10:00,15-12-2021 13:51,Delhi,351,KIDNAPPING,38,X,Knife,Other Crime,14,No,
17150,15-12-2021 16:00,12-15-2021 13:00,16-12-2021 05:38,Mumbai,256,ARSON,74,X,Knife,Fire Accident,2,Yes,22-01-2022 16:00
17154,17-12-2021 08:00,12-15-2021 17:00,16-12-2021 10:33,Mumbai,289,ARSON,55,X,Blunt Object,Fire Accident,17,Yes,16-02-2022 08:00
17155,18-12-2021 17:00,12-15-2021 18:00,16-12-2021 03:16,Mumbai,585,VANDALISM,50,X,Blunt Object,Other Crime,11,No,
17163,17-12-2021 08:00,12-16-2021 02:00,16-12-2021 12:29,Delhi,179,SEXUAL ASSAULT,64,M,Other,Violent Crime,19,Yes,03-07-2022 08:00
17165,16-12-2021 09:00,12-16-2021 04:00,16-12-2021 05:36,Mumbai,153,ARSON,44,X,Firearm,Fire Accident,4,Yes,07-01-2022 09:00
17167,17-12-2021 07:00,12-16-2021 06:00,16-12-2021 23:52,Delhi,227,KIDNAPPING,59,F,Blunt Object,Other Crime,11,Yes,20-02-2022 07:00
17168,17-12-2021 09:00,12-16-2021 07:00,17-12-2021 06:11,Delhi,551,BURGLARY,63,F,Other,Other Crime,3,No,
17172,17-12-2021 02:00,12-16-2021 11:00,17-12-2021 09:07,Mumbai,525,KIDNAPPING,69,F,None,Other Crime,13,No,
17176,18-12-2021 19:00,12-16-2021 15:00,17-12-2021 06:08,Mumbai,484,COUNTERFEITING,51,M,Poison,Other Crime,12,No,
17177,18-12-2021 04:00,12-16-2021 16:00,17-12-2021 06:21,Delhi,510,FRAUD,46,X,Knife,Other Crime,6,No,
17178,17-12-2021 04:00,12-16-2021 17:00,17-12-2021 16:29,Mumbai,361,ARSON,50,X,None,Fire Accident,19,No,
17180,19-12-2021 17:00,12-16-2021 19:00,17-12-2021 08:55,Delhi,290,TRAFFIC VIOLATION,26,F,Firearm,Traffic Fatality,19,No,
17181,17-12-2021 16:00,12-16-2021 20:00,17-12-2021 04:29,Mumbai,247,ASSAULT,69,X,Explosives,Violent Crime,19,Yes,24-02-2022 16:00
17182,19-12-2021 16:00,12-16-2021 21:00,17-12-2021 11:36,Mumbai,582,EXTORTION,34,X,Firearm,Other Crime,11,No,
17183,19-12-2021 02:00,12-16-2021 22:00,17-12-2021 15:46,Chennai,459,ASSAULT,34,M,Firearm,Violent Crime,16,Yes,13-02-2022 02:00
17186,18-12-2021 01:00,12-17-2021 01:00,17-12-2021 11:22,Mumbai,157,ILLEGAL POSSESSION,30,X,Blunt Object,Other Crime,5,No,
17197,18-12-2021 13:00,12-17-2021 12:00,17-12-2021 13:06,Chennai,358,IDENTITY THEFT,70,X,Blunt Object,Violent Crime,13,Yes,03-03-2022 13:00
17200,20-12-2021 01:00,12-17-2021 15:00,18-12-2021 11:44,Delhi,329,BURGLARY,53,X,None,Other Crime,10,No,
17205,20-12-2021 05:00,12-17-2021 20:00,18-12-2021 07:47,Delhi,311,CYBERCRIME,22,X,Other,Other Crime,12,No,
17210,18-12-2021 11:00,12-18-2021 01:00,18-12-2021 12:18,Delhi,382,CYBERCRIME,21,X,Explosives,Other Crime,12,No,
17212,19-12-2021 05:00,12-18-2021 03:00,18-12-2021 10:43,Delhi,228,ASSAULT,27,X,Poison,Violent Crime,4,No,
17213,19-12-2021 13:00,12-18-2021 04:00,18-12-2021 14:17,Delhi,466,ASSAULT,16,F,Firearm,Violent Crime,14,Yes,15-03-2022 13:00
17218,18-12-2021 17:00,12-18-2021 09:00,19-12-2021 00:22,Delhi,128,IDENTITY THEFT,73,X,Firearm,Violent Crime,3,No,
17220,19-12-2021 00:00,12-18-2021 11:00,19-12-2021 00:15,Delhi,565,SEXUAL ASSAULT,33,X,Explosives,Violent Crime,2,Yes,03-11-2023 00:00
17228,19-12-2021 20:00,12-18-2021 19:00,19-12-2021 10:14,Delhi,255,HOMICIDE,38,F,Firearm,Other Crime,11,Yes,23-01-2023 20:00
17231,21-12-2021 02:00,12-18-2021 22:00,19-12-2021 17:37,Delhi,333,ILLEGAL POSSESSION,38,F,None,Other Crime,17,Yes,27-02-2022 02:00
17234,19-12-2021 18:00,12-19-2021 01:00,19-12-2021 15:01,Delhi,323,KIDNAPPING,54,X,Explosives,Other Crime,8,No,
17235,20-12-2021 11:00,12-19-2021 02:00,19-12-2021 19:10,Delhi,347,VEHICLE - STOLEN,51,X,Firearm,Violent Crime,5,No,
17244,20-12-2021 06:00,12-19-2021 11:00,20-12-2021 06:32,Mumbai,581,BURGLARY,39,X,None,Other Crime,16,No,
17255,21-12-2021 18:00,12-19-2021 22:00,20-12-2021 11:12,Chennai,267,KIDNAPPING,46,M,Knife,Other Crime,7,Yes,11-01-2022 18:00
17257,22-12-2021 19:00,12-20-2021 00:00,20-12-2021 09:25,Chennai,282,IDENTITY THEFT,69,F,Poison,Violent Crime,17,Yes,02-02-2022 19:00
17261,21-12-2021 16:00,12-20-2021 04:00,20-12-2021 21:54,Mumbai,177,ARSON,76,X,Other,Fire Accident,16,Yes,28-01-2022 16:00
17266,21-12-2021 01:00,12-20-2021 09:00,21-12-2021 07:08,Mumbai,413,FRAUD,46,F,Firearm,Other Crime,19,No,
17272,22-12-2021 20:00,12-20-2021 15:00,21-12-2021 06:10,Delhi,451,SHOPLIFTING,11,F,None,Other Crime,13,Yes,12-03-2022 20:00
17277,21-12-2021 00:00,12-20-2021 20:00,21-12-2021 16:05,Mumbai,259,DRUG OFFENSE,24,X,Explosives,Other Crime,1,No,
17278,23-12-2021 13:00,12-20-2021 21:00,21-12-2021 02:46,Delhi,200,ARSON,13,M,Explosives,Fire Accident,17,No,
17283,23-12-2021 06:00,12-21-2021 02:00,21-12-2021 08:27,Mumbai,125,IDENTITY THEFT,18,X,Firearm,Violent Crime,6,Yes,06-03-2022 06:00
17285,23-12-2021 01:00,12-21-2021 04:00,22-12-2021 00:30,Mumbai,544,IDENTITY THEFT,33,X,Blunt Object,Violent Crime,8,Yes,26-01-2022 01:00
17286,21-12-2021 23:00,12-21-2021 05:00,21-12-2021 08:56,Delhi,551,HOMICIDE,22,F,Poison,Other Crime,14,No,
17287,22-12-2021 00:00,12-21-2021 06:00,22-12-2021 03:22,Delhi,553,SEXUAL ASSAULT,28,M,Knife,Violent Crime,15,No,
17293,22-12-2021 06:00,12-21-2021 12:00,21-12-2021 19:36,Delhi,145,VANDALISM,32,M,None,Other Crime,10,No,
17296,24-12-2021 02:00,12-21-2021 15:00,22-12-2021 09:38,Chennai,322,IDENTITY THEFT,69,X,Blunt Object,Violent Crime,15,No,
17299,22-12-2021 17:00,12-21-2021 18:00,21-12-2021 19:30,Delhi,366,EXTORTION,51,F,Poison,Other Crime,10,No,
17303,24-12-2021 05:00,12-21-2021 22:00,22-12-2021 08:23,Delhi,241,HOMICIDE,19,F,Blunt Object,Other Crime,13,No,
17305,24-12-2021 16:00,12-22-2021 00:00,22-12-2021 04:44,Mumbai,381,ASSAULT,47,M,Explosives,Violent Crime,12,Yes,24-02-2022 16:00
17315,22-12-2021 16:00,12-22-2021 10:00,22-12-2021 22:52,Delhi,539,EXTORTION,75,F,Knife,Other Crime,7,No,
17316,24-12-2021 18:00,12-22-2021 11:00,22-12-2021 16:39,Mumbai,311,CYBERCRIME,24,X,Firearm,Other Crime,11,Yes,19-02-2022 18:00
17317,24-12-2021 18:00,12-22-2021 12:00,22-12-2021 23:56,Delhi,268,ARSON,38,M,Firearm,Fire Accident,9,No,
17321,23-12-2021 14:00,12-22-2021 16:00,23-12-2021 00:17,Delhi,162,DRUG OFFENSE,27,F,Explosives,Other Crime,9,No,
17322,23-12-2021 09:00,12-22-2021 17:00,23-12-2021 12:29,Mumbai,583,SHOPLIFTING,26,F,Blunt Object,Other Crime,17,No,
17323,23-12-2021 09:00,12-22-2021 18:00,23-12-2021 16:46,Chennai,468,FIREARM OFFENSE,59,X,Knife,Fire Accident,14,No,
17324,24-12-2021 17:00,12-22-2021 19:00,23-12-2021 10:26,Delhi,447,CYBERCRIME,65,F,Blunt Object,Other Crime,18,Yes,27-01-2022 17:00
17335,26-12-2021 01:00,12-23-2021 06:00,23-12-2021 13:44,Chennai,124,DOMESTIC VIOLENCE,33,F,None,Violent Crime,4,Yes,17-02-2022 01:00
17339,23-12-2021 15:00,12-23-2021 10:00,24-12-2021 07:27,Delhi,353,IDENTITY THEFT,32,X,Blunt Object,Violent Crime,1,Yes,03-01-2022 15:00
17344,23-12-2021 17:00,12-23-2021 15:00,24-12-2021 01:47,Mumbai,554,ARSON,16,M,Other,Fire Accident,13,Yes,13-01-2022 17:00
17348,25-12-2021 10:00,12-23-2021 19:00,24-12-2021 04:57,Mumbai,526,BURGLARY,17,M,Poison,Other Crime,14,Yes,28-04-2022 10:00
17350,25-12-2021 11:00,12-23-2021 21:00,24-12-2021 08:42,Chennai,592,IDENTITY THEFT,57,F,Blunt Object,Violent Crime,5,Yes,10-02-2022 11:00
17351,25-12-2021 12:00,12-23-2021 22:00,23-12-2021 22:05,Chennai,593,FIREARM OFFENSE,53,X,Knife,Fire Accident,16,Yes,03-03-2022 12:00
17352,24-12-2021 01:00,12-23-2021 23:00,24-12-2021 20:26,Delhi,157,COUNTERFEITING,75,X,Other,Other Crime,3,No,
17353,26-12-2021 05:00,12-24-2021 00:00,24-12-2021 15:48,Delhi,541,FRAUD,58,X,Knife,Other Crime,8,Yes,21-01-2022 05:00
17355,24-12-2021 20:00,12-24-2021 02:00,25-12-2021 00:38,Mumbai,406,BURGLARY,52,X,Firearm,Other Crime,12,No,
17357,24-12-2021 18:00,12-24-2021 04:00,24-12-2021 04:29,Mumbai,117,EXTORTION,18,M,None,Other Crime,6,Yes,14-02-2022 18:00
17358,24-12-2021 17:00,12-24-2021 05:00,24-12-2021 19:21,Delhi,212,DRUG OFFENSE,59,F,Explosives,Other Crime,15,Yes,27-02-2022 17:00
17359,25-12-2021 12:00,12-24-2021 06:00,24-12-2021 18:58,Mumbai,434,IDENTITY THEFT,12,X,None,Violent Crime,13,Yes,01-03-2022 12:00
17361,27-12-2021 01:00,12-24-2021 08:00,24-12-2021 15:41,Delhi,337,DOMESTIC VIOLENCE,65,M,Blunt Object,Violent Crime,15,Yes,20-02-2022 01:00
17362,26-12-2021 13:00,12-24-2021 09:00,24-12-2021 13:47,Delhi,240,FRAUD,72,M,Firearm,Other Crime,10,Yes,24-03-2022 13:00
17382,28-12-2021 03:00,12-25-2021 05:00,25-12-2021 11:45,Delhi,353,ASSAULT,29,F,Poison,Violent Crime,14,No,
17385,28-12-2021 00:00,12-25-2021 08:00,26-12-2021 04:57,Mumbai,403,VEHICLE - STOLEN,20,X,Other,Violent Crime,17,Yes,19-02-2022 00:00
17387,27-12-2021 19:00,12-25-2021 10:00,25-12-2021 18:18,Delhi,355,HOMICIDE,32,X,Poison,Other Crime,1,Yes,09-02-2023 19:00
17391,27-12-2021 21:00,12-25-2021 14:00,25-12-2021 21:56,Chennai,301,FRAUD,31,M,Poison,Other Crime,6,Yes,20-03-2022 21:00
17392,26-12-2021 01:00,12-25-2021 15:00,25-12-2021 23:19,Chennai,256,SHOPLIFTING,28,F,Other,Other Crime,13,No,
17396,27-12-2021 12:00,12-25-2021 19:00,25-12-2021 22:48,Mumbai,321,FRAUD,41,X,Poison,Other Crime,14,No,
17401,27-12-2021 07:00,12-26-2021 00:00,26-12-2021 18:09,Delhi,374,FRAUD,13,M,Poison,Other Crime,1,No,
17402,26-12-2021 07:00,12-26-2021 01:00,26-12-2021 06:20,Delhi,554,PUBLIC INTOXICATION,69,M,Poison,Other Crime,11,No,
17403,28-12-2021 00:00,12-26-2021 02:00,26-12-2021 06:04,Delhi,141,CYBERCRIME,53,F,Blunt Object,Other Crime,10,No,
17404,28-12-2021 07:00,12-26-2021 03:00,26-12-2021 09:31,Mumbai,423,COUNTERFEITING,42,F,Firearm,Other Crime,12,Yes,04-02-2022 07:00
17413,26-12-2021 19:00,12-26-2021 12:00,26-12-2021 19:46,Delhi,148,COUNTERFEITING,16,X,Knife,Other Crime,4,Yes,09-01-2022 19:00
17414,28-12-2021 23:00,12-26-2021 13:00,27-12-2021 06:37,Chennai,179,HOMICIDE,59,F,Knife,Other Crime,12,No,
17416,27-12-2021 04:00,12-26-2021 15:00,27-12-2021 06:23,Mumbai,259,CYBERCRIME,43,F,Firearm,Other Crime,15,Yes,11-03-2022 04:00
17419,26-12-2021 19:00,12-26-2021 18:00,27-12-2021 02:32,Chennai,536,FRAUD,25,F,Explosives,Other Crime,12,Yes,21-02-2022 19:00
17422,27-12-2021 07:00,12-26-2021 21:00,27-12-2021 13:06,Mumbai,196,HOMICIDE,62,F,Poison,Other Crime,3,No,
17425,27-12-2021 05:00,12-27-2021 00:00,27-12-2021 03:04,Delhi,404,SEXUAL ASSAULT,66,X,Poison,Violent Crime,7,Yes,26-07-2022 05:00
17427,27-12-2021 23:00,12-27-2021 02:00,27-12-2021 11:57,Mumbai,579,HOMICIDE,35,X,Firearm,Other Crime,18,Yes,07-12-2023 23:00
17428,27-12-2021 11:00,12-27-2021 03:00,27-12-2021 15:40,Delhi,110,SHOPLIFTING,76,M,Explosives,Other Crime,16,No,
17430,29-12-2021 11:00,12-27-2021 05:00,27-12-2021 05:38,Delhi,518,FRAUD,31,F,Knife,Other Crime,5,Yes,17-01-2022 11:00
17431,27-12-2021 12:00,12-27-2021 06:00,27-12-2021 20:59,Chennai,442,VANDALISM,75,M,Knife,Other Crime,13,No,
17436,29-12-2021 07:00,12-27-2021 11:00,28-12-2021 08:14,Mumbai,302,BURGLARY,33,F,Blunt Object,Other Crime,10,No,
17439,28-12-2021 18:00,12-27-2021 14:00,28-12-2021 12:33,Delhi,255,PUBLIC INTOXICATION,17,F,Blunt Object,Other Crime,11,Yes,26-01-2022 18:00
17447,29-12-2021 02:00,12-27-2021 22:00,28-12-2021 06:44,Mumbai,510,SHOPLIFTING,39,F,Blunt Object,Other Crime,8,No,
17449,28-12-2021 08:00,12-28-2021 00:00,28-12-2021 18:17,Delhi,464,ILLEGAL POSSESSION,66,F,Blunt Object,Other Crime,14,Yes,27-01-2022 08:00
17453,29-12-2021 21:00,12-28-2021 04:00,28-12-2021 12:23,Mumbai,230,ILLEGAL POSSESSION,61,X,Knife,Other Crime,15,No,
17455,29-12-2021 09:00,12-28-2021 06:00,28-12-2021 10:07,Mumbai,388,ROBBERY,71,F,Knife,Violent Crime,13,No,
17458,30-12-2021 17:00,12-28-2021 09:00,28-12-2021 11:37,Mumbai,262,FRAUD,34,M,Knife,Other Crime,1,No,
17459,31-12-2021 08:00,12-28-2021 10:00,28-12-2021 17:23,Chennai,366,PUBLIC INTOXICATION,51,X,Knife,Other Crime,1,Yes,25-01-2022 08:00
17460,28-12-2021 20:00,12-28-2021 11:00,29-12-2021 09:37,Mumbai,164,TRAFFIC VIOLATION,48,X,None,Traffic Fatality,6,Yes,16-01-2022 20:00
17464,30-12-2021 17:00,12-28-2021 15:00,29-12-2021 06:16,Delhi,157,CYBERCRIME,33,M,None,Other Crime,13,No,
17465,29-12-2021 05:00,12-28-2021 16:00,29-12-2021 15:12,Delhi,580,ASSAULT,13,X,Firearm,Violent Crime,11,No,
17466,29-12-2021 09:00,12-28-2021 17:00,29-12-2021 13:06,Delhi,594,ASSAULT,66,F,Knife,Violent Crime,17,Yes,12-03-2022 09:00
17469,30-12-2021 07:00,12-28-2021 20:00,29-12-2021 01:24,Delhi,479,ASSAULT,54,M,Explosives,Violent Crime,16,No,
17472,30-12-2021 23:00,12-28-2021 23:00,29-12-2021 16:24,Mumbai,322,KIDNAPPING,75,F,Firearm,Other Crime,5,No,
17479,30-12-2021 15:00,12-29-2021 06:00,29-12-2021 20:21,Mumbai,501,EXTORTION,17,X,Poison,Other Crime,7,Yes,13-02-2022 15:00
17481,31-12-2021 12:00,12-29-2021 08:00,29-12-2021 20:29,Delhi,384,FRAUD,45,M,Knife,Other Crime,1,Yes,29-03-2022 12:00
17483,30-12-2021 01:00,12-29-2021 10:00,30-12-2021 09:43,Delhi,540,ASSAULT,53,F,Firearm,Violent Crime,2,No,
17486,31-12-2021 10:00,12-29-2021 13:00,30-12-2021 03:04,Delhi,151,VEHICLE - STOLEN,74,M,Poison,Violent Crime,18,Yes,04-03-2022 10:00
17488,30-12-2021 14:00,12-29-2021 15:00,30-12-2021 10:16,Delhi,348,TRAFFIC VIOLATION,11,M,Knife,Traffic Fatality,2,No,
17492,29-12-2021 21:00,12-29-2021 19:00,30-12-2021 06:57,Delhi,355,SEXUAL ASSAULT,53,M,None,Violent Crime,18,Yes,19-12-2023 21:00
17497,31-12-2021 09:00,12-30-2021 00:00,30-12-2021 02:46,Mumbai,293,CYBERCRIME,72,X,Firearm,Other Crime,14,Yes,15-01-2022 09:00
17498,31-12-2021 12:00,12-30-2021 01:00,30-12-2021 06:35,Delhi,207,ARSON,32,X,Explosives,Fire Accident,17,Yes,10-02-2022 12:00
17499,31-12-2021 13:00,12-30-2021 02:00,30-12-2021 11:06,Delhi,181,HOMICIDE,75,F,Knife,Other Crime,10,No,
17500,01-01-2022 17:00,12-30-2021 03:00,31-12-2021 00:29,Mumbai,205,ROBBERY,65,M,Other,Violent Crime,1,No,
17507,01-01-2022 23:00,12-30-2021 10:00,30-12-2021 10:48,Mumbai,501,BURGLARY,51,F,Blunt Object,Other Crime,13,Yes,06-03-2022 23:00
17508,01-01-2022 07:00,12-30-2021 11:00,30-12-2021 17:41,Delhi,171,VEHICLE - STOLEN,62,X,Other,Violent Crime,4,Yes,15-03-2022 07:00
17509,30-12-2021 21:00,12-30-2021 12:00,31-12-2021 11:54,Mumbai,537,KIDNAPPING,29,M,Firearm,Other Crime,11,No,
17513,02-01-2022 07:00,12-30-2021 16:00,30-12-2021 17:03,Delhi,206,VANDALISM,16,X,Explosives,Other Crime,1,Yes,15-02-2022 07:00
17514,31-12-2021 09:00,12-30-2021 17:00,31-12-2021 08:12,Delhi,595,ROBBERY,33,F,Poison,Violent Crime,18,No,
17522,31-12-2021 06:00,12-31-2021 01:00,31-12-2021 13:37,Delhi,123,EXTORTION,41,F,Blunt Object,Other Crime,14,Yes,03-03-2022 06:00
17526,03-01-2022 02:00,12-31-2021 05:00,31-12-2021 16:48,Delhi,513,FIREARM OFFENSE,49,F,Explosives,Fire Accident,5,Yes,13-02-2022 02:00
17528,01-01-2022 09:00,12-31-2021 07:00,01-01-2022 02:33,Delhi,181,PUBLIC INTOXICATION,74,M,None,Other Crime,17,No,
17529,03-01-2022 04:00,12-31-2021 08:00,31-12-2021 16:01,Chennai,230,CYBERCRIME,36,X,Explosives,Other Crime,15,No,
17531,02-01-2022 01:00,12-31-2021 10:00,31-12-2021 17:30,Mumbai,564,COUNTERFEITING,50,M,Blunt Object,Other Crime,4,No,
17541,01-01-2022 07:00,12-31-2021 20:00,01-01-2022 19:23,Chennai,511,FRAUD,31,M,None,Other Crime,13,No,
17543,01-01-2022 04:00,12-31-2021 22:00,01-01-2022 08:32,Delhi,533,VANDALISM,23,M,Firearm,Other Crime,1,Yes,20-02-2022 04:00
17544,01-01-2022 17:00,12-31-2021 23:00,01-01-2022 20:44,Chennai,541,SHOPLIFTING,70,M,Firearm,Other Crime,2,Yes,20-03-2022 17:00
17548,01-01-2022 23:00,01-01-2022 03:00,02-01-2022 01:56,Delhi,344,FRAUD,77,X,Explosives,Other Crime,6,No,
17551,03-01-2022 11:00,01-01-2022 06:00,01-01-2022 20:47,Delhi,189,ROBBERY,62,M,Poison,Violent Crime,6,No,
17554,01-01-2022 15:00,01-01-2022 09:00,02-01-2022 07:54,Chennai,362,IDENTITY THEFT,69,X,Poison,Violent Crime,19,No,
17555,03-01-2022 04:00,01-01-2022 10:00,02-01-2022 01:50,Delhi,486,CYBERCRIME,75,F,Explosives,Other Crime,15,Yes,25-01-2022 04:00
17556,02-01-2022 02:00,01-01-2022 11:00,02-01-2022 02:22,Delhi,228,TRAFFIC VIOLATION,10,M,Firearm,Traffic Fatality,10,Yes,22-01-2022 02:00
17561,03-01-2022 20:00,01-01-2022 16:00,01-01-2022 16:20,Mumbai,287,DRUG OFFENSE,47,F,Explosives,Other Crime,7,Yes,15-03-2022 20:00
17563,03-01-2022 18:00,01-01-2022 18:00,01-01-2022 20:19,Mumbai,153,SHOPLIFTING,69,M,Blunt Object,Other Crime,8,No,
17567,02-01-2022 22:00,01-01-2022 22:00,02-01-2022 20:53,Delhi,577,PUBLIC INTOXICATION,52,F,None,Other Crime,2,Yes,22-01-2022 22:00
17570,02-01-2022 20:00,01-02-2022 01:00,02-01-2022 13:21,Mumbai,305,COUNTERFEITING,43,X,Blunt Object,Other Crime,17,No,
17572,03-01-2022 16:00,01-02-2022 03:00,02-01-2022 12:05,Chennai,529,ARSON,27,M,Knife,Fire Accident,10,Yes,28-03-2022 16:00
17574,03-01-2022 11:00,01-02-2022 05:00,02-01-2022 17:45,Delhi,496,IDENTITY THEFT,21,F,Firearm,Violent Crime,3,No,
17575,02-01-2022 15:00,01-02-2022 06:00,03-01-2022 00:05,Chennai,278,IDENTITY THEFT,51,X,Blunt Object,Violent Crime,19,Yes,13-03-2022 15:00
17580,03-01-2022 20:00,01-02-2022 11:00,02-01-2022 11:58,Mumbai,228,PUBLIC INTOXICATION,25,F,Knife,Other Crime,5,No,
17582,03-01-2022 03:00,01-02-2022 13:00,03-01-2022 07:49,Delhi,412,ROBBERY,37,M,Poison,Violent Crime,4,No,
17590,04-01-2022 16:00,01-02-2022 21:00,03-01-2022 13:41,Chennai,429,PUBLIC INTOXICATION,19,F,Knife,Other Crime,3,No,
17592,05-01-2022 00:00,01-02-2022 23:00,03-01-2022 01:50,Mumbai,465,SEXUAL ASSAULT,49,M,None,Violent Crime,15,Yes,17-02-2023 00:00
17595,05-01-2022 12:00,01-03-2022 02:00,03-01-2022 20:04,Delhi,154,TRAFFIC VIOLATION,79,X,Blunt Object,Traffic Fatality,5,No,
17596,04-01-2022 02:00,01-03-2022 03:00,03-01-2022 06:59,Mumbai,316,CYBERCRIME,52,F,Explosives,Other Crime,12,No,
17602,03-01-2022 20:00,01-03-2022 09:00,03-01-2022 23:31,Delhi,293,DOMESTIC VIOLENCE,52,M,Blunt Object,Violent Crime,1,Yes,31-03-2022 20:00
17604,05-01-2022 21:00,01-03-2022 11:00,03-01-2022 22:37,Mumbai,272,KIDNAPPING,69,F,Knife,Other Crime,19,Yes,23-02-2022 21:00
17609,04-01-2022 04:00,01-03-2022 16:00,04-01-2022 14:46,Mumbai,360,HOMICIDE,76,M,Blunt Object,Other Crime,5,Yes,09-09-2023 04:00
17611,04-01-2022 01:00,01-03-2022 18:00,03-01-2022 21:59,Delhi,158,FRAUD,11,F,Firearm,Other Crime,10,Yes,21-02-2022 01:00
17613,04-01-2022 00:00,01-03-2022 20:00,04-01-2022 10:58,Mumbai,524,HOMICIDE,52,X,Firearm,Other Crime,16,No,
17615,04-01-2022 10:00,01-03-2022 22:00,04-01-2022 15:54,Chennai,178,IDENTITY THEFT,53,X,Blunt Object,Violent Crime,1,No,
17617,04-01-2022 20:00,01-04-2022 00:00,04-01-2022 16:02,Delhi,329,SEXUAL ASSAULT,23,X,Other,Violent Crime,16,Yes,19-09-2023 20:00
17621,06-01-2022 22:00,01-04-2022 04:00,04-01-2022 23:43,Chennai,288,VANDALISM,29,F,Other,Other Crime,17,No,
17623,04-01-2022 13:00,01-04-2022 06:00,05-01-2022 05:57,Chennai,543,KIDNAPPING,16,M,Other,Other Crime,8,No,
17625,07-01-2022 02:00,01-04-2022 08:00,04-01-2022 16:38,Delhi,435,TRAFFIC VIOLATION,61,X,None,Traffic Fatality,2,No,
17628,06-01-2022 21:00,01-04-2022 11:00,04-01-2022 17:50,Mumbai,413,DRUG OFFENSE,74,M,Explosives,Other Crime,4,No,
17631,05-01-2022 13:00,01-04-2022 14:00,05-01-2022 00:22,Mumbai,495,BURGLARY,58,F,Poison,Other Crime,12,Yes,16-06-2022 13:00
17635,06-01-2022 06:00,01-04-2022 18:00,04-01-2022 22:48,Delhi,175,VEHICLE - STOLEN,46,X,Knife,Violent Crime,14,No,
17637,07-01-2022 12:00,01-04-2022 20:00,05-01-2022 15:55,Chennai,298,VANDALISM,11,F,Explosives,Other Crime,1,Yes,20-01-2022 12:00
17638,05-01-2022 14:00,01-04-2022 21:00,05-01-2022 00:12,Delhi,108,SHOPLIFTING,45,F,Firearm,Other Crime,2,Yes,21-03-2022 14:00
17647,07-01-2022 16:00,01-05-2022 06:00,06-01-2022 00:32,Delhi,157,BURGLARY,28,X,None,Other Crime,10,No,
17651,07-01-2022 14:00,01-05-2022 10:00,05-01-2022 18:44,Chennai,196,TRAFFIC VIOLATION,25,M,Poison,Traffic Fatality,2,No,
17654,06-01-2022 13:00,01-05-2022 13:00,06-01-2022 12:42,Mumbai,457,FRAUD,61,X,Blunt Object,Other Crime,8,Yes,02-03-2022 13:00
17658,07-01-2022 01:00,01-05-2022 17:00,05-01-2022 18:47,Chennai,408,COUNTERFEITING,45,M,Poison,Other Crime,9,Yes,17-03-2022 01:00
17663,06-01-2022 12:00,01-05-2022 22:00,06-01-2022 03:40,Delhi,359,FIREARM OFFENSE,71,M,Other,Fire Accident,1,Yes,26-03-2022 12:00
17665,08-01-2022 23:00,01-06-2022 00:00,06-01-2022 14:35,Mumbai,528,ARSON,50,X,Explosives,Fire Accident,8,Yes,02-03-2022 23:00
17667,06-01-2022 15:00,01-06-2022 02:00,06-01-2022 21:04,Mumbai,392,SHOPLIFTING,25,M,None,Other Crime,11,Yes,21-03-2022 15:00
17670,08-01-2022 07:00,01-06-2022 05:00,06-01-2022 17:15,Mumbai,445,SEXUAL ASSAULT,19,X,None,Violent Crime,11,No,
17675,07-01-2022 19:00,01-06-2022 10:00,06-01-2022 16:18,Mumbai,168,HOMICIDE,51,M,Other,Other Crime,1,No,
17680,08-01-2022 22:00,01-06-2022 15:00,06-01-2022 16:42,Mumbai,555,KIDNAPPING,52,X,Other,Other Crime,14,No,
